full_text,label
@infoBMKG Semoga pagi ini gempa yg terakhir buat cianjur...semangat saudara² ku,1
Menkumham Ajak Jajarannya Bantu Korban Gempa Cianjur https://t.co/OyXNihJJlS   @Kemenkumham_RI @bhp_semarang #bhpsemarang #KumhamPasti #KamiPasti #KumhamSemakinPasti #Kumham #2022SemakinPasti #kemenkumhamri #kemenkumham #Twitter #SocialMedia #news #GempaCianjur #GempaBumi #Gempa,1
Presiden Jokowi Langsung tinjau lokasi gempa bumi Cianjur  #LangkahCiptakanRIMaju https://t.co/fdLhF66Sds,1
Tiga Orang Pemuda Pelaku Penghadangan Mobil Relawan Gempa Cianjur Sudah diamankan dan Meminta Maaf https://t.co/KxMo05oVu3   #viralterbaru #Viral #viralindo #Cianjur #CianjurBerduka #cianjurgempa #GempaBumi,-1
"#kawanlaut, Rabu, 23 Nopember 2022 Bantuan korban gempa cianjur gelombang I DJPL, yang dikoordinir di Pangkalan PLP Kelas I Tanjung Priok, berangkat jam 15.00 wib, hari rabu tanggal 23 November 2022 Team dipimpin langsung Kepala Pangkalan PLP Kelas I Tanjung Priok... https://t.co/V0JCJLFQE8",1
"Setelah 4 hari mengalami gempa cianjur setiap malam dalam tidur selalu di hantui rasa takut, badan drop karena tidur di pengungsian dan hari ini jam set 2 malem ada gempa susulan yang cukup besar dan dihitung total hampir 8x susulan sampai jam 4 pagi 😭 @wordfangs https://t.co/zgSlKynCIY",-1
"@infoBMKG Ya Allah, mudah2an gempa susulan nya cepet selesai. Mudah2an ini info trakhir catatan gempa susulan dr Cianjur. Kasian saudara2 kita yg di sana masih terus merasa was2.",1
"Gempa susulan Magnitudo 4,1 terjadi di Cianjur dan gempa lainnya terjadi di Sukabumi https://t.co/jk4ZzZCnAx",1
BPBD Karawang Kirim 20 Personel Bantu Korban Gempa Cianjur https://t.co/LzgdFqoblq lewat @SIDAKNEWS,1
Gempa susulanlagi 4.2SR 01.44 WIB Kami di cianjur gak tidur lagi sampai pagi,1
Update Gempa Cianjur: Satu Jenazah Ditemukan Korban Meninggal Dunia Mencapai 272 Jiwa https://t.co/wQnArm79LC,1
"Untuk Kedua Kalinya, Presiden Jokowi Temui Pengungsi dan Tinjau Lokasi Terdampak Gempa Cianjur Cianjur, 24 November 2022 https://t.co/oNM4PCenQL  𝗝𝗼𝗸𝗼𝘄𝗶 𝗧𝗮𝗻𝗴𝗴𝗮𝗽 𝗕𝗲𝗻𝗰𝗮𝗻𝗮",1
"Sedih bgt liat twitter BMKG. 5 hari ini 90% info update gempa di jabar, and mostly cianjur.   Deg2an ya ampun..  i surrender my life to you yaa Rabb.",1
"[Populer] 🔴 Miris, Bantuan untuk Korban Gempa Cianjur sangat banyak yg Dijarah Warga https://t.co/mu3GtLwR9J #Video # #bantuan #banyak https://t.co/pQbT23vpUo",-1
"Update korban Gempa bumi Cianjur 272 orang meninggal dunia, 39 hilang. https://t.co/2gtCdjEHOa",1
Dinar Candy Turun Tangan Bantu Korban Gempa Cianjur #dinarcandy https://t.co/2OZeHP0DQB,1
"Pa Jokowi, Kang Ridwan Kamil, Tolong Perhatikan Ponpes Korban Gempa Cianjur Belum Tersentuh Bantuan https://t.co/HfGlBsxJ1x",1
Dinar Candy Turun Tangan Bantu Korban Gempa Cianjur https://t.co/jJuC63TrAU,1
"BMKG: Cianjur Diguncang Gempa M 4,1 pada Jumat 25 November 2022 Dini Hari https://t.co/l8skhSRB0N",1
"Gempa Berkekuatan M 4,1 Kembali Guncang Cianjur dan Sekitarnya pada Jumat Dini Hari https://t.co/hVa4ftYzDt https://t.co/aeoOOphFAC",1
Breaking News: Dua Gempa Bumi Susulan Kembali Goyang Cianjur pada Jumat Dinihari Tadi  https://t.co/NRYCs8mdLU,1
@hyang_wisnu @kemkominfo @PlateJohnny @Aryprasetyo85 @zhymme @DS_yantie @ArdiZA14 @delArdian_ @denni_sauya @Mpon_Mponn @NgkongRoses @kemkominfo melakukan monitoring terhadap infrastruktur telekomunikasi yang rusak akibat gempa Cianjur. @kemkominfo @PlateJohnny,1
Gempa di Cianjur trnyta sampe td subuh masih ada... stay safe semuanya:(,1
Yaampun Cianjur masih gempa aja ya 🥲,1
"Berdasarkan data Badan Pusat Nasional Penanggulangan Bencana (BNPB), jumlah anak korban gempa Cianjur. mencapai 51 orang yang berusia di bawah 15 tahun. #Nusantara #AdadiKompas https://t.co/as2yE7CtcX",1
[Populer] KORBAN GEMPA WARGA CIANJUR SAAT INI BUTUH LOGISTIK sangat banyak https://t.co/YP6cv81RBA #Video #banyak #butuh #cianjur https://t.co/pQbT23vpUo,1
"@zatocent Itu mah kaya bukan di Cianjur, tapi gempa Liquifaksi waktu di palu",-1
Prabowo Tinjau Korban Gempa Cianjur https://t.co/2dZpvZyiyW,1
Kemenag Imbau Umat Sholat Gaib untuk Korban Gempa Cianjur Usai Jumatan    #LengkapCepatBeritanya #BeritaTerkini #Berita #News #BeritaNasional . https://t.co/K3zcDqxdGz,1
"#ProbolinggoBangkit Sukabumi, cianjur dll masih dilanda gempa, mari saling membantu dan berdoa  TPPJatim  #TPPBojonegoro  @jokowi  @halimiskandarnu",1
"Yang mau donasi CIANJUR bisa kesini ya. Nerima baju juga, selimut, logistik, obat-obatan juga. Hubungi nomer di bawah aja ya. #Cianjur #donateforcianjur #GempaCianjur https://t.co/DyZoQ2liA8",1
"Mari yang ingin memberikan donasi boleh langsung saja. In sya allah amanah dan akan tersampaikan. Hasil pengumpulan akan dibelikan makanan, obat2tan dan keperluan para korban lainnya. Jum'at berkah.. sedikit besarkan akan sangat bermanfaat. #PrayForCianjur #GempaCianjur https://t.co/BUybHtmPji",1
"Jumlah Korban Gempa Cianjur Meningkat, Tim SAR Fokus pada Lokasi Longsor https://t.co/vhoii6oMUh",1
@convomfs mewarnai di posko gempa Cianjur,1
"Info Gempa Mag:1.6, 25-Nov-22 05:39:36 WIB, Lok:6.90 LS - 107.17 BT (9 km Tenggara KAB-CIANJUR-JABAR), Kedlmn: 13 Km ::BMKG https://t.co/WtXgpQ5mj9",1
Pengiriman Bantuan Gempa Cianjur Tahap 2 Insya Allah akan kami lakukan hari minggu besok bagi yg mau berpartisipasi bisa kirim logistik ke Jl Bababakan Jati I no 55 Bandung  w.a 082130189477  Rek Mandiri 1320027184184 https://t.co/bNfehKYFUd,1
Wagub Jabar Dampingi Presiden Joko Widodo Tinjau Desa Terdampak Bencana Gempa Bumi di Cianjur https://t.co/wgVTWxTEDy,1
"Mari yang ingin memberikan donasi boleh langsung saja. In sya allah amanah dan akan tersampaikan. Hasil pengumpulan akan dibelikan makanan, obat2tan dan keperluan para korban lainnya. Jum'at berkah.. sedikit besarkan akan sangat bermanfaat. #PrayForCianjur #GempaCianjur https://t.co/9M8AoYsijd",1
"Lebih dari 200 kali gempa susulan Cianjur, korban terus bertambah. #GempaBumi  #GempaCianjur  #CianjurBerduka  #PrayForCianjur   https://t.co/gOsvCIU04G",1
"Lebih dari 200 kali gempa susulan Cianjur, korban terus bertambah. #GempaBumi  #GempaCianjur  #CianjurBerduka  #PrayForCianjur   https://t.co/walSlrDlLv",1
"Lebih dari 200 kali gempa susulan Cianjur, korban terus bertambah. #GempaBumi  #GempaCianjur  #CianjurBerduka  #PrayForCianjur   https://t.co/1wXj9mB2Jw",1
Tim DIV Humas Polri turun tangan untuk Layanan Warga Terdampak gempa di Cianjur #HadirBerikanSemangat https://t.co/xhokUUsHlN,1
"Likuefaksi di Petobo, tapi Diklaim Akibat Gempa Cianjur https://t.co/USHvYMgiEn",-1
"Gempa Susulan M 3,4 Terjadi Lagi di Cianjur - detikNews https://t.co/sYBOyyawAK https://t.co/VkcvZFEeX5",1
"Lebih dari 200 kali gempa susulan Cianjur, korban terus bertambah. #GempaBumi  #GempaCianjur  #CianjurBerduka  #PrayForCianjur   https://t.co/blqFdw1Tn0",-1
@GanjaranApp Sedih banget liat berita bencana gempa di Cianjur banyak rumah yang roboh,1
"Cerita Perjuangan Dua Ibu Korban Gempa Cianjur, Melahirkan di Bawah Tenda Pengungsian https://t.co/mUW62LiDXR https://t.co/WxeM4M80vg",1
Gempa Cianjur ternyata masih tergolong gempa sedang jika merujuk pada tingkatan gempa menurut kekuatannya. Masih ada gempa yang jauh lebih dahsyat.  #gempacianjur #skalakekuatangempa #kekuatangempa  https://t.co/EeTU7uveQ8,-1
"Tertimbun Tiga Hari Dua Malam, Balita Korban Gempa Cianjur Ditemukan Selamat https://t.co/Sib4v4ZbJu",1
Holding Pangan ID Food Gotong-royong Bantu Korban Gempa Cianjur https://t.co/FFpWj56pSK,1
"Berdasarkan data Badan Pusat Nasional Penanggulangan Bencana (BNPB), jumlah anak korban gempa Cianjur. mencapai 51 orang yang berusia di bawah 15 tahun. #Nusantara #AdadiKompas https://t.co/qUCzZULEwi",1
"Berdasarkan data Badan Pusat Nasional Penanggulangan Bencana (BNPB), jumlah anak korban gempa Cianjur. mencapai 51 orang yang berusia di bawah 15 tahun. #Nusantara #AdadiKompas https://t.co/crkHy0pZBF",1
Polresta Sidoarjo Gelar Doa Bersama untuk Korban Gempa Cianjur https://t.co/FihRUwv3ag,1
Ya Alloh gempa terus di Cianjur 😭,1
Wapres Serukan Salat Gaib bagi Korban Gempa Cianjur https://t.co/jD97PQZwnk,1
Polda Metro Jaya Kirim Bantuan ke Korban Gempa Bumi Cianjur https://t.co/UTeW6EjI5R,1
"Seorang arsitek lulusan Institut Sepuluh November Surabaya, Mohammad Cahyo Novianto, mengatakan bahwa rumah-rumah adat Indonesia bisa menjadi rumah tahan gempa.  #gempacianjur #rumahtahangempa #rumahadat   https://t.co/EmfMv3Cisc",1
Tangguh di medan tempur Tanggap pula di Cianjur  Prajurit TNI AL tangani seorang Ibu hamil korban gempa Cianjur Mohon doa untuk kesehatan sang Ibu dan calon bayi sampai persalinan 🙏🏻  https://t.co/ELVaNk2r72  #PrayForCianjur #jalesvevajayamahe #tnial #yudomargono https://t.co/L7hEIXBxg8,1
Presiden Jokowi Fokuskan Evakuasi 39 Korban Hilang Akibat Gempa Cianjur  Nusantara #Jokowi #Cianjur #ketik #ketikmedia https://t.co/iJ5NutLKFV,1
"Cianjur lagi sering seringnya gempa sekarang, bahkan ditengah malam. Stay safe buat siapun yang ada di cianjur ya.",1
Yaallah gua tiap buka bmkg selalu degdegan liat berita gempa. Beneran gak tenang bgt 😭  Temen-temen di cianjur dan sekitarnya stay safe yaaa🥺🤗,1
"Admin, pak, ibu, itu cianjur gempa susulannya kyknya udah  mencapai 150 an gak sih, itu kondisi struktural tanah nya skrg gmana?  Soalny gempa nya juga ternyata ada yg smpe 4,8",-1
Innalillahi gempa terus di cianjur :(,1
ya Allah sedih bgt dari kmrn ngeliat di Cianjur masih ada gempa susulan:( pls stay safe everyone:(,1
"Info Gempa Susulan Cianjur Mag:3.4, 25-Nov-22 03:51:00 WIB, Lok:6.85 LS - 107.08 BT (7 km BaratDaya KAB-CIANJUR-JABAR), Kedlmn: 6 Km, dirasakan di Cipanas dan Cibeber II-III MMI ::BMKG https://t.co/5Slih1U3Vx",1
"Semalam itu ternyata masih banyak gempa susulan ya di Cianjur. Kalo diperhatikan rentang waktu gempanya seperti sesuatu yg sedang berjalan/bergerak"", aku jadi ovt megathrust sedang merangkak 😩  Yaa Rabb... lindungi kami semua. Selamatkan kami dari Bencana. https://t.co/RWJj51vigy""",1
Stay safe ya yang di cianjur. Ya allah gempa susulan pas jam tidur tuh gimana ya 🥺,1
Mari kita terus peduli untuk saudara kita yang terdampak gempa di Cianjur dengan berbagi dan raih keberkahan harta kita untuk kehidupan.  Semoga Allah selalu melapangkan rezeki dan melapangkan hati kita untuk senantiasa berbagi kebaikan.  Sedekah klik : https://t.co/WVU2sbL381 https://t.co/tQYwzi3zXt,1
@infoBMKG Cianjur bnyk bgt gempa susulannya. Ada apa di sana digempur gempa mulu?,-1
"@infoBMKG Ya Allah.... Semoga gempa Cianjur bulan pertanda kalau gng. Pangrango atau gng. Gede aktif"" lagi..... Semoga semua warga di daerah tersebut selalu dalam lindungan Allah SWT...... Aamiin....aamiin.....aamiin....ya rabbal alaamiin......🤲🤲🤲""",1
"Keberkahan di hari Jumat dengan memberikan pertolongan kepada para korban. Membantu meringankan beban korban gempa Cianjur Jawa Barat, hingga sampai saat ini terus bertambah. Mari kita berdoa untuk keselamatan bersama #JumatPenuhBerkah #JumatBerkah https://t.co/z9gIJCNpOW",1
Para relawan gempa Cianjur menceritakan pengalaman mereka mengevakuasi hingga menyalurkan bantuan logistik siang hingga malam. https://t.co/0GjN93mZQd,1
"Anggota Kongres Pemerintah Daerah se-Asia Timur di Bandung menyerahkan dana bantuan Rp 1,5 miliar untuk korban gempa Cianjur. https://t.co/3x9SSO5nIs",1
"5 berita populer Nusantara, mulai dari warga yang cegat mobil banttuan gempa Cianjur minta maaf dan 2 pelajar penendang nenek di Tapsel jadi tersangka https://t.co/bmpRIMNoKX",-1
"Trauma Masih Dirasakan Korban Gempa Cianjur, Kesusahan Air hingga Wudhu di Air Keruh https://t.co/Aen59PFDXM",-1
"Gempa Magnitudo 4,1 Guncang Cianjur Jumat 25 November Dini Hari https://t.co/mKH6D48Mgl",1
"@Kangjaill Gunung gede pangrango Lagi geser2 penggorengan larvanya. Kan sebelah gunung berapi cianjur, cipanas. Yaa... Sering harusnya seh.. Gempa2 gitu. Kayak daerah padang Panjang aja yg dikelilingi 3 gunung. Gempa hampir tiap bulan, tapi gak gede..",-1
ngeliat berita gempa cianjur jadi keinget gempa dipadang taun 2009😭,1
@GanjaranApp Semoga bantuan bisa cepat sampai di tangan para masyarakat yang terkena dampak gempa di Cianjur,1
@GanjaranApp Semoga bantuan yang disipkan bisa tepat dan cepat sampai di tangan para masyarakat yang terkena dampak gempa di Cianjur,1
Arahan Presiden @jokowi dalam penanganan korban gempa Cianjur. https://t.co/6acEBaXzbu,1
"Njir td pagi gempa 2 kali dan pusatnya di cianjur, alhamdulillah gw sm ale gapapa njir, ga kebayang kl kita bakalan kenapa napa pas lg pules bgt gt, ya allah",-1
Netty Aher: PKS Beri Bantuan Khusus untuk Kebutuhan Perempuan dan Balita Korban Gempa Cianjur https://t.co/VCQ7fId0F6 https://t.co/DzPU8VDDCF,1
"Soal Tanggap Darurat Gempa Cianjur, Puan: Penanganan Korban Jadi Prioritas #PuanMaharani https://t.co/U4KmFeNyAq",1
"KUPASI, AASI, IIS, dan SIGC Gelar Dompet Kemanusiaan untuk Korban Gempa Cianjur https://t.co/CBONQpefAm",1
@infoBMKG Ya Allah gempa terus semoga warga Cianjur diberi ketabahan diberi keselamatan prayforcianjur,1
Saga Berikan Trauma Healing Anak-Anak Korban Gempa Cianjur  https://t.co/rqeOJ7KfvM,1
"Pemulihan Gempa Cianjur, Tim Medis Pertamedika IHC Layani Keluhan Kesehatan Warga https://t.co/1I8cPdzRRh @Pertamedika_ @KemenBUMN @PemkabCianjur",1
"Masih ada gempa susulan, terlindungilah saudara saudara di Cianjur",1
"Bantu sebar ya temen temen😭🙏🏻  Buat yg domisili Jakarta dan sekitarnya, terutama Jakarta Utara area Kelapa Gading boleh menitipkan donasinya melalui saya 😭🙏🏻  https://t.co/aOKxgyKGR2  #GempaCianjur Gempa Cianjur",1
Help RT!!  Saat ini saudara kita di Cianjur tengah tertimpa musibah gempa bumi yang menimbulkan banyak kerusakan dan kerugian bagi mereka. Mari ulurkan tangan dengan memberi bantuan untuk meringankan beban yang mereka tanggung. ID bersama masyarakat Indo  https://t.co/RPyCOKo47f,1
"[Populer] 🔴BREAKING NEWS: Bantuan untuk Korban Gempa Cianjur sangat banyak yg Dijarah Warga, Ini Faktanya https://t.co/ny24YeZtLM #Video #breaking #bantuan #banyak https://t.co/pQbT23vpUo",1
Breaking News: Gempa Bumi Susulan Cianjur Dirasakan Hingga Bogor dan Sukabumi  https://t.co/d3XrWc6PrJ,1
BMKG minta tenda pengungsian korban gempa Cianjur tak dibangun dekat lereng atau lembah https://t.co/WFRZieNBqn https://t.co/NGnghJqa5V,1
Sugeng Enjing sugeng Makaryo tetap prokes njih Rahayu...Bersama Rs.Cibinong Kirim Bantuan Medis buat saudara²kita korban Gempa Cianjur... #CianjurBangkit https://t.co/WhuOZbeFDo,1
Menkes Budi Bakal Kirim Dokter Penyakit Dalam Tangani Pasien Gempa Cianjur https://t.co/3AD9LrNeyu,1
Cianjur sampe sekarang gempa terus  Makin takuuut😣,1
Wapres Serukan Umat Islam Lakukan Salat Gaib dan Doakan Korban Gempa Cianjur https://t.co/HLOm2hYA0J,1
Wapres Serukan Umat Islam Lakukan Salat Gaib dan Doakan Korban Gempa Cianjur https://t.co/udlbwazSjK,1
hah gempa lagi ya? temen temen yg di sekitar cianjur sukabumi stay safe😭,1
https://t.co/9cF2Hb3mFk  Alhamdulillah sejak tgl 22 Kemarin Yayasan ZISPAS INDONESIA langsung Open Donasi untuk Korban Gempa Cianjur dan Hasilnya seperti dibawah ini :   Telah Terkumpul sebesar Rp 12.156.607 yang Alhamdulillah sudah kita gunakan juga untuk pembelian Sembako. https://t.co/iI2v3Q4qc9,1
Mensos Risma Curhat Dimarahi Prajurit TNI saat Kunjungi Lokasi Gempa Cianjur https://t.co/nvIeUigy7X,-1
"@MasMaskurir @musashi_masabi @dwioktariyadi Kaos Mak Uban warna pink byk di pakai kaum wanita di dapur umum korban gempa cianjur, cepat sekali Nyablon 😁😁, lihat berita di TV oon",1
"Update📡Gempa susulan kembali mengguncang Cianjur, Jumat 25 November 2022 sekitar pukul 01.44 dini hari. Menurut BMKG, gempa tersebut berkekuatan 4,1 Magnitudo dengan kedalaman 10 kilometer. Titik gempa berada di 8 kilometer barat daya Cianjur. https://t.co/AtCSijXvAS",1
"Terjadi 8 Kali Gempa Susulan di Malam Hari, Baru Saja Cianjur Diguncang Magnitudo 4,1 https://t.co/KMNfhnVEpu",1
"Update Gempa Cianjur: 272 Meninggal, 39 Hilang, 62.545 Mengungsi https://t.co/eKvIPBSEKe",1
"Gempa Hari Ini, Cianjur Kembali Diguncang dengan M 4,1, Getaran Terasa hingga Sukabumi https://t.co/zovtrAFpdt https://t.co/zLxQVAiHHg",1
"Soal Tanggap Darurat Gempa Cianjur, Puan: Penanganan Korban Jadi Prioritas https://t.co/1pqqFbc7lv",1
Wakapolda Metro Jaya Menyerahkan Bantuan Kemanusiaan Korban Gempa Bumi di Cianjur di Mapolres Cianjur https://t.co/NLf2gSiqJW,1
"Sikap Nathalie Holscher Kunjungi Pengungsi Korban Gempa di Cianjur, Banjir Pujian https://t.co/WgSQKJFxQt https://t.co/fTj5343l1t",1
Ini sedih banget sih bmkg masih bolak balik ngetweet ada gempa terus di seputaran cianjur 😢,1
"@tvOneNews Ikut berdukacita, dan berbelasungkawa atas meninggalnya 271 korban gempa Cianjur, semoga tidak ada lagi gempa susulan https://t.co/obJAhEcwfZ",1
Walikota Bandar Lampung Hj.Eva Dwiana Beri Bantuan Langsung Korban Gempa Cianjur* https://t.co/rpplG3iAuZ,1
"Topik IM Pagi (24/11/2022), Pro 3 RRI: 1.Hari Guru Nasional 2.RKUHP di Ambang Pengesahan 3.DPR Mulai Proses Mekanisme Uji Kelayakan Panglima TNI 4.Puluhan Org Dinyatakan Hilang Dlm Gempa Cianjur 5.Meminimalisir Covid-19 Melalui Vaksinasi Booster #IMPagi @RRIPrograma3 @RRI   -Iva",1
Assyifa Peduli Kirim 1 Ton Beras dan Dirikan Dapur Umum untuk Korban Gempa Cianjur https://t.co/9O6hAtatOg,1
"Bersama Holding Perkebunan, PTPN V Bantu Korban Gempa Cianjur https://t.co/Q9AN9AQUsU",1
TNI AL Bantu Pendampingan Trauma Healing Korban Gempa Cianjur https://t.co/NknPDaVNWY,1
"Presiden Joko Widodo mengungkapkan betapa sulitnya mengirim logistik ke korban gempa Cianjur. Menurutnya, titik-titik pengungsian banyak dan medannya susah. https://t.co/BMmVNggP10",-1
"Bantu Korban Gempa Cianjur, Grup MIND ID Turunkan ERG dan juga Bantuan Sembako https://t.co/cCmUPxZLM6 #Terbaru #bantu #bantuan #Berita https://t.co/TOga32fZ30",1
"Peduli Korban Gempa Cianjur, PWI Kotabaru Lakukan Penggalangan Dana https://t.co/TC3C12KS0B #berita #metro #beritakalimantan #beritaterkini https://t.co/T6L5IBaf5Y",1
"Gempa susulan terus mengguncang Cianjur. Malam tadi, 21 kali gempa susulan terjadi dalam semalam dengan 4 di antaranya berkekuatan di atas magnitudo (M) 3. https://t.co/hLq8bPJKGh",1
"Di Cianjur gempa masih berlangsung, ga kebayang trauma warganya tiap ada goyangan pasti langsung parno",1
JNE Gratiskan Ongkir Kiriman Bantuan ke Korban Gempa Cianjur https://t.co/wQKQTmvoZT,1
"Gempa susulan terus mengguncang Cianjur. Malam tadi, 21 kali gempa susulan terjadi dalam semalam dengan 4 di antaranya berkekuatan di atas magnitudo (M) 3. https://t.co/hLq8bPsHEh",1
Ya allah gempa susulan cianjur banyak banget,1
"Gempa susulan terus mengguncang Cianjur. Malam tadi, 21 kali gempa susulan terjadi dalam semalam dengan 4 di antaranya berkekuatan di atas magnitudo (M) 3. https://t.co/ZadGxwNcP4",1
yaAllah Cianjur gempa terus....,1
"@HidayatBiin Lu lupa Aceh pernah kena Sunami besar terus itu salah siapa ,nih aku kasih tahun brp aj Cianjur pernah kena gempa https://t.co/yCUzAAXRE3",-1
"Bergeming diisukan bangkrut, Lesti Kejora buktikan masih berjaya beri donasi Rp500 juta untuk gempa Cianjur https://t.co/AXlVwHAIrx",-1
"Jateng bergerak! Untuk meringankan beban warga Cianjur, Jabar yang sedang mengalami musibah, Jateng mengirim bantuan logistik dan tim relawan gabungan ke lokasi bencana gempa bumi Cianjur.  @ganjarpranowo https://t.co/4jPMErxK8W",1
Cianjur Diguncang 21 Kali Gempa Susulan dalam Semalam https://t.co/7NL9F55yzX,1
"Lagit ingin mengajak bahagia, Tapi bumi masih berduka  #Gempa #Cianjur #Jawabarat https://t.co/v1H5OtKpwM",1
"Terjadi Kembali Gempa Susulan M 3,4 di Cianjur https://t.co/mY1bxFPDPQ",1
yaallah cianjur gempa dr kemarin2 ga berhenti,1
@HuouinKyouma @idextratime lu ke Cianjur ajah biar tau setiap hari gempa. dan bagaimana lu ga bisa tidur nyenyak.,-1
"Erick Thohir langsung instruksikan satgas BUMN untuk bantu masyarakat yang terkena bencana Gempa Cianjur, PT Pupuk Indonesia dan Jasa Marga langsung terjunkan anggota tim JASMAPALA  kirimkan bantuan dana dan proses evakuasi @erickthohir  #BangkitBersamaET https://t.co/Yx6ykylMmu",1
@DediAlamsyahH @idextratime welcome to indonesia dimana sebuah bencana aja dibandingin. lu kira struktur tanah dan kontur tanah setiap tempat itu sama?  apalagi gempa di cianjur ini merupakan jalur sesar.   just indonesian being indonesian😶‍🌫️,-1
Kondisi kelistrikan PLN pasca gempa Cianjur pulih seluruhnya dalam waktu kurang dari 36 jam.  https://t.co/tW9ulAXgie,1
"Polri kembali mengirimkan bantuan kebutuhan bagi para korban pengungsian gempa Cianjur. Pengiriman bantuan dilakukan dengan menggunakan helikopter ke daerah tersolir, Kamis (24/11). https://t.co/1g2iJKsbTi",1
PERINTAH Pak @erickthohir Pada BUMN Untuk GERCEP Bantu Masyarakat Cianjur Yang Terdampak Gempa Sangat Membantu Warga Disana 👍👍👍  #BangkitBersamaET https://t.co/vDgnF8XSef,1
"@infoBMKG Astaghfirullah , Semoga Saudara Kita Yang Di Cianjur Selalu Di Lindungi Oleh Allah.Swt , Yuk  Para Donatur Yang Mau Berdonasi Untuk Saudara2 Kita Yang terdampak gempa bumi di Cianjur , Bisa Langsung Cek Postinganku Yang Di Sematkan , Agar Langsung Bisa Di Salurkan Ke #Cianjur",1
ya Allah cianjur gempa terus,1
masyaallah cianjur masih gempa terus :((,1
"Gempa Berkekuatan M 4,1 Kembali Guncang Cianjur dan Sekitarnya pada Jumat Dini Hari https://t.co/4DullIR7Gl  #BeritaSonora via @KompasTV",1
@tayoursbae @candypinkeu @nisscent @kvinmoon_ @hahanifahh @infoBMKG Mjb ini kenapa ya guys? Apakah Cianjur emg sering gempa atau gmn? Keknya baru pertama kali denger daerah gempa terus selain Merapi....,-1
"Relawan FPI Bersihkan Puing dan Buka Akses Jalan di Lokasi Terdampak Gempa Bumi di Kampung Dadapjajar Desa Benjot, Cugenang Cianjur, Kamis 24 November 2022  #CIANJURBngkit #Cianjurpulih #Qatar2022 #Cianjur #GempaBumi https://t.co/sD38cg5FqO",1
"Hari ini w tumbang :( Badan gaenak padahal kemaren udh gpp. Terus hari ini septian pulang ke cianjur :(  gatau pdhl biasanya klo dia pulang ya gapapa, tapi w kali ini mah sedih ga rela, soalnya masih gempa terus didaerahnya, ya ga gelisah gimana w 🥲😭",-1
Kader demokrat nyinyirin Jokowi ke gempa Cianjur dengan foto hoax  https://t.co/l9gXTW2tcd,-1
"(Video) Apel Pagi dan Agenda Kegiatan Relawan FPI di Lokasi Gempa Bumi Cianjur, Jum'at (25/11/2022) https://t.co/HqNBHymu8y",1
Selamat pagi Sahabat Kompas. Penanganan korban #GempaCianjur jadi sorotan kami. Hampir separuh korban tewas merupakan anak-anak. Sebagian korban anak terjebak di reruntuhan sekolah dan rumah. Selengkapnya di harian Kompas dan #Kompas.id.  https://t.co/Pz3dJuuvJg  #AdadiKompas https://t.co/uBzP8UIBci,1
Stay safe untuk teman-teman di Cianjur. Sedih banget liatnya ini dah gempa susulan ke berapa astaga 😭,1
Aku tuh nyalain notifikasi tweet dari BMKG pas dicek notifikasinya dari atas sampe bawah tuh gempa di Cianjur doang🥲,-1
Yaallah kat indo cianjur banyak kali gempa. Semoga semua selamat dekat sana. Banyak gila rumah runtuh kesian weh 😞,1
Nasdem Jabar Terjunkan Tim Kesehatan Bantu Korban Gempa Cianjur https://t.co/3zfztRTNOa,1
"@ZXXIVMUSK @tayoursbae @nisscent @kvinmoon_ @hahanifahh @infoBMKG Cianjur jarang gempa ka sebenernya,ini gempa pertama dan besar itu pas hari Senin jam 13.21, gempa berkekuatan 5.6 magnitude, gempa ini menyebabkan banyaknya korban jiwa dan bangunan bangunan runtuh ka,sampai saat ini gempa susulan nya udh sampe 200+ kali gempa susulan😭",-1
"Cianjur Kembali Diguncang Gempa Susulan, Warga Panik #LengkapCepatBeritanya #BeritaTerkini  . https://t.co/UD1nVTCwRP",1
"@cwyeonjun Stay safe ka muti, serem bgt deh temen ku jadi relawan di cianjur katanya gempa Ampe 4x tadi malem, yg paling berasa sekitar jam 2an. Ngeri bgt mana malem lagi waktunya 😭",1
Trauma Healing Diberikan kepada Anak-Anak Korban Gempa Cianjur https://t.co/MU1cIhPgWH,1
"@Emah2001 @infoBMKG Tapi notif BMKG suka telat kak. Waktu gempa cianjur pertama kali aja 15 menit lebih baru ada notif. Refresh apk BMKG nya juga sama aja ga muncul info nya, masih info tentang gempa di pulau lain yg sebelumnya.",1
@infoBMKG Cianjur gempa susulannya banyak bgt ya? Njir semoga ga kenapa napa,1
BNPB Rilis Korban Gempa Cianjur sebanyak 272 Orang - https://t.co/Tg2urhssuw https://t.co/TsIocXX0D8,1
"yaallah gempa cianjur masih terus berlanjut, bahkan dalam beberapa jam bisa terjadi lebih dari 5x(?) guys.. stay safe dimanapun kalian berada ya? ayo kita sama sama perbanyak doa buat diri masing masing dan keluarga, khususnya buat saudara saudara kita di cianjur",1
"Gempa Magnitudo 4,1 Kembali Gunjang Cianjur Jumat Dini Hari https://t.co/tlVfEzPisi",1
"@DediAlamsyahH @idextratime gak tau juga karna apa, tp mungkin bedanya pusat gempa di cianjur ada di darat dan di sumatra ada di laut.. jd rumah pnduduk aman aja.. sama yg saya tau, bangunan di sumatra msh bnyak yg pake kayu, jd bnyak yg aman dr gempa..""",-1
