created_at,sentiment_label,category,full_text,tokenization
2022-11-28 23:43:36+00:00,-1.0,neutral,bupati  orang yang meninggal dunia akibat gempa cianjur,"['bupati', 'orang', 'tinggal', 'dunia', 'akibat', 'gempa', 'cianjur']"
2022-11-28 23:43:41+00:00,1.0,shelter,selamat pagi bu muthemii  untuk informasi kemensosri sudah memiliki dan mendirikan  dapur umum untuk korban gempa cianjur  lokasinya dimana saja  bisa dilihat pada data yang saya sertakan,"['selamat', 'pagi', 'bu', 'muthemii', 'informasi', 'kemensosri', 'milik', 'diri', 'dapur', 'korban', 'gempa', 'cianjur', 'lokasi', 'mana', 'data', 'serta']"
2022-11-29 16:13:07+00:00,-1.0,neutral,korban meninggal gempa bumi cianjur bertambah menjadi   jiwa  hilang tinggal  orang dalam pencarian,"['korban', 'tinggal', 'gempa', 'bumi', 'cianjur', 'tambah', 'jiwa', 'hilang', 'tinggal', 'orang', 'cari']"
2022-11-29 16:15:00+00:00,-1.0,neutral,update korban gempa bumi cianjur hari ini  orang meninggal dunia   dinyatakan hilang celebritiesdotid infocelebterkini,"['update', 'korban', 'gempa', 'bumi', 'cianjur', 'orang', 'tinggal', 'dunia', 'nyata', 'hilang', 'celebritiesdotid', 'infocelebterkini']"
2022-11-29 16:18:08+00:00,-1.0,neutral,temukan  jenazah  hingga hari ini total korban meninggal akibat gempa cianjur  orang,"['temu', 'jenazah', 'total', 'korban', 'tinggal', 'akibat', 'gempa', 'cianjur', 'orang']"
2022-11-29 16:19:43+00:00,-1.0,neutral,garagara kemarin di cianjur sehari bisa gempa terus beberapa kali  sekarang jadi kayak paranoid sendiri,"['garagara', 'kemarin', 'cianjur', 'hari', 'gempa', 'kali', 'kayak', 'paranoid']"
2022-11-29 16:20:14+00:00,1.0,food,yanti airlangga ketua ikatan istri partai golkar bawa dokter obat hingga makanan untuk anak yang terkena dampak musibah gempa cianjur kerjauntukindonesia golkarindonesia capres yantiairlangga iipg airlanggahartarto gempacianjur,"['yanti', 'airlangga', 'ketua', 'ikat', 'istri', 'partai', 'golkar', 'bawa', 'dokter', 'obat', 'makan', 'anak', 'kena', 'dampak', 'musibah', 'gempa', 'cianjur', 'kerjauntukindonesia', 'golkarindonesia', 'capres', 'yantiairlangga', 'iipg', 'airlanggahartarto', 'gempacianjur']"
2022-11-29 16:23:30+00:00,1.0,medical emergency,halo healthies   berikut minkes informasikan update kluster kesehatan pada penanganan gempa bumi di kab  cianjur  jawa barat   hingga  november   distribusi logistik  fasyankes  tenaga kesehatan serta upaya penanganan warga terdampak terus dilakukan oleh kemenkesri,"['halo', 'healthies', 'minkes', 'informasi', 'update', 'kluster', 'sehat', 'tangan', 'gempa', 'bumi', 'kab', 'cianjur', 'jawa', 'barat', 'november', 'distribusi', 'logistik', 'fasyankes', 'tenaga', 'sehat', 'upaya', 'tangan', 'warga', 'dampak', 'kemenkesri']"
2022-11-29 16:25:54+00:00,-1.0,neutral,pengungsi korban gempa cianjur alami gangguan jiwa,"['ungsi', 'korban', 'gempa', 'cianjur', 'alami', 'ganggu', 'jiwa']"
2022-11-29 16:26:03+00:00,1.0,neutral,semangat saling membantu  pertamina suplai  ribu liter bbm untuk polri bantu penanganan gempa cianjur,"['semangat', 'bantu', 'pertamina', 'suplai', 'ribu', 'liter', 'bbm', 'polri', 'bantu', 'tangan', 'gempa', 'cianjur']"
2022-11-29 16:27:47+00:00,1.0,food,itzwoopy txtdrimedia alhamdulilah mau bantuan apapun itu saya juga bersyukur yg penting bsa makan dan ada aja yg baik kmaren ngantar sayuran dan lain  kita ga banyak mau koq dg ada yg bantu kta juga seneng  kebetulan saya juga pengungsi gempa cianjur mbak sakit hati sya liat berita d media kek gtu,"['itzwoopy', 'txtdrimedia', 'alhamdulilah', 'bantu', 'apa', 'syukur', 'bsa', 'makan', 'aja', 'kmaren', 'ngantar', 'sayur', 'koq', 'dg', 'bantu', 'kta', 'neng', 'ungsi', 'gempa', 'cianjur', 'mbak', 'sakit', 'hati', 'sya', 'liat', 'berita', 'd', 'media', 'kek', 'gtu']"
2022-11-29 16:30:28+00:00,-1.0,neutral,orang sombong itu lupa kalo cianjur rawan gempa  gak kebayang kalo sampe nextnya orang udah gak ada yang mau nyumbang lagi karena diperlakukan seperti ini kebaikannya  ngok,"['orang', 'sombong', 'lupa', 'kalo', 'cianjur', 'rawan', 'gempa', 'gak', 'bayang', 'kalo', 'sampe', 'nextnya', 'orang', 'udah', 'gak', 'nyumbang', 'laku', 'baik', 'ngok']"
2022-11-29 16:31:40+00:00,-1.0,neutral,gempa susulan kembali terjadi di kabupaten cianjur  gempa sebesar   magnitudo kembali menghantam cianjur setelah satu minggu tertimpa bencana gempa dan tanah longsor,"['gempa', 'susul', 'kabupaten', 'cianjur', 'gempa', 'magnitudo', 'hantam', 'cianjur', 'minggu', 'timpa', 'bencana', 'gempa', 'tanah', 'longsor']"
2022-11-29 16:34:47+00:00,-1.0,neutral,mungkin rakyat cianjur yg nolak bantuan bisa belajar dari ambon   sep    ambon juga diguncang gempa dgn skala  sr dan diikuti gempa susulah entah berapa ratus kali dgn skala sr   sebulan lebih kita hidup dgn gempa   banyak rumah yg hancur  org meninggal  dll,"['rakyat', 'cianjur', 'nolak', 'bantu', 'ajar', 'ambon', 'sep', 'ambon', 'guncang', 'gempa', 'dgn', 'skala', 'sr', 'ikut', 'gempa', 'susu', 'ratus', 'kali', 'dgn', 'skala', 'sr', 'bulan', 'hidup', 'dgn', 'gempa', 'rumah', 'hancur', 'org', 'tinggal', 'dll']"
2022-11-29 16:38:35+00:00,-1.0,neutral,sejumlah jaring apung di danau cirata jebol   akibat guncangan gempa bumi di cianjur  bertonton ikan kabur,"['jaring', 'apung', 'danau', 'cirata', 'jebol', 'akibat', 'guncang', 'gempa', 'bumi', 'cianjur', 'tonton', 'ikan', 'kabur']"
2022-11-29 16:38:37+00:00,1.0,neutral,badut polisi beraksi  polres cianjur hibur anakanak korban gempa bumi cianjur humaspoldajbr polrescianjur,"['badut', 'polisi', 'aksi', 'polres', 'cianjur', 'hibur', 'anakanak', 'korban', 'gempa', 'bumi', 'cianjur', 'humaspoldajbr', 'polrescianjur']"
2022-11-29 16:40:16+00:00,-1.0,neutral,umarhasibuan pikiran saya setelah baca cuitan ini  nampaknya orangorang korban gempa cianjur tidak ingin dibantu oleh pihak lain,"['umarhasibuan', 'pikir', 'baca', 'cuit', 'nampaknya', 'orangorang', 'korban', 'gempa', 'cianjur', 'bantu']"
2022-11-29 16:41:01+00:00,1.0,neutral,sejumlah jaring apung di danau cirata jebol   akibat guncangan gempa bumi di cianjur  bertonton ikan kabur,"['jaring', 'apung', 'danau', 'cirata', 'jebol', 'akibat', 'guncang', 'gempa', 'bumi', 'cianjur', 'tonton', 'ikan', 'kabur']"
2022-11-29 16:41:11+00:00,-1.0,neutral,data per hari ini   orang meninggal dunia akibat gempa cianjur,"['data', 'orang', 'tinggal', 'dunia', 'akibat', 'gempa', 'cianjur']"
2022-11-29 16:42:32+00:00,1.0,neutral,atalia mengajak komunitas bantu penyediaan air bersih saat mengunjungi warga terdampak gempa cianjur humasjabar diskominfojabar jabarprovgoid atalia pemkabcjr pemkabcianjur,"['atalia', 'ajak', 'komunitas', 'bantu', 'sedia', 'air', 'bersih', 'unjung', 'warga', 'dampak', 'gempa', 'cianjur', 'humasjabar', 'diskominfojabar', 'jabarprovgoid', 'atalia', 'pemkabcjr', 'pemkabcianjur']"
2022-11-29 16:42:35+00:00,1.0,medical emergency,relawan dari yayasan baitul maal pln memberikan trauma healing untuk anakanak penyintas gempa cianjur yang mengalami trauma mendalam  publisherstory manadobacirita,"['rawan', 'yayasan', 'baitul', 'maal', 'pln', 'trauma', 'healing', 'anakanak', 'sintas', 'gempa', 'cianjur', 'alami', 'trauma', 'dalam', 'publisherstory', 'manadobacirita']"
2022-11-29 16:43:03+00:00,1.0,neutral,mendagri terbitkan surat edaran  harap seluruh kepala daerah bantu korban bencana gempa cianjur,"['mendagri', 'terbit', 'surat', 'edar', 'harap', 'kepala', 'daerah', 'bantu', 'korban', 'bencana', 'gempa', 'cianjur']"
2022-11-29 16:43:04+00:00,-1.0,neutral,akibat gempa  tembok lapas kelas ii cianjur roboh  napi tidur di pengungsian,"['akibat', 'gempa', 'tembok', 'lapas', 'kelas', 'ii', 'cianjur', 'roboh', 'napi', 'tidur', 'ungsi']"
2022-11-29 16:47:03+00:00,-1.0,neutral,video pencabutan label gereja di tenda bantuan korban gempa cianjur  ormas garis lakukan klarifikasi,"['video', 'cabut', 'label', 'gereja', 'tenda', 'bantu', 'korban', 'gempa', 'cianjur', 'ormas', 'garis', 'laku', 'klarifikasi']"
2022-11-29 16:53:34+00:00,-1.0,neutral,pencarian korban hilang masih diteruskan  sampai saat ini korban meninggal gempa cianjur tembus  orang,"['cari', 'korban', 'hilang', 'terus', 'korban', 'tinggal', 'gempa', 'cianjur', 'tembus', 'orang']"
2022-11-29 16:55:03+00:00,1.0,medical emergency,dinkes cianjur ingin percepat rehabilitasi puskesmas terdampak gempa,"['dinkes', 'cianjur', 'cepat', 'rehabilitasi', 'puskesmas', 'dampak', 'gempa']"
2022-11-29 16:55:05+00:00,-1.0,neutral,video pencabutan label gereja di tenda bantuan korban gempa cianjur  ormas garis lakukan klarifikasi,"['video', 'cabut', 'label', 'gereja', 'tenda', 'bantu', 'korban', 'gempa', 'cianjur', 'ormas', 'garis', 'laku', 'klarifikasi']"
2022-11-29 17:03:07+00:00,1.0,shelter,warga cianjur pengungsi korban gempa ingin tempat ibadah yang layak,"['warga', 'cianjur', 'ungsi', 'korban', 'gempa', 'ibadah', 'layak']"
2022-11-29 17:07:49+00:00,-1.0,neutral,aslina kang  abdi waktos janten relawan kanggo pemetaan wilayah gempa jalanan teh pinuh ku warga setempat  warga cianjur  orang luar kota  relawan  aparat  kuat macet pinuh  jadi petugas teh laina fokus ku ngurusken korban  tapi jadi paciweuh nguruskeun lalulintas,"['aslina', 'kang', 'abdi', 'waktos', 'janten', 'rawan', 'kanggo', 'meta', 'wilayah', 'gempa', 'jalan', 'teh', 'pinuh', 'ku', 'warga', 'warga', 'cianjur', 'orang', 'kota', 'rawan', 'aparat', 'kuat', 'macet', 'pinuh', 'tugas', 'teh', 'laina', 'fokus', 'ku', 'ngurusken', 'korban', 'paciweuh', 'nguruskeun', 'lalulintas']"
2022-11-29 17:23:03+00:00,-1.0,neutral,video pencabutan label gereja di tenda bantuan korban gempa cianjur  ormas garis lakukan klarifikasi,"['video', 'cabut', 'label', 'gereja', 'tenda', 'bantu', 'korban', 'gempa', 'cianjur', 'ormas', 'garis', 'laku', 'klarifikasi']"
2022-11-29 17:25:13+00:00,-1.0,neutral,ada gempa setelah cianjur  bln desember,"['gempa', 'cianjur', 'bln', 'desember']"
2022-11-29 17:25:56+00:00,1.0,neutral,para petugas yang membantu para korban di lokasi bencana gempa bumi cianjur masih terus dilakukan  dan polri juga terus melakukan penanganan gempa bumi cianjur  terimakasih polri dan semua pihak yg terkait hadirkansenyuman  layani korban bencana,"['tugas', 'bantu', 'korban', 'lokasi', 'bencana', 'gempa', 'bumi', 'cianjur', 'polri', 'tangan', 'gempa', 'bumi', 'cianjur', 'terimakasih', 'polri', 'kait', 'hadirkansenyuman', 'layan', 'korban', 'bencana']"
2022-11-29 17:26:18+00:00,-1.0,neutral,korban meninggal dunia dan hilang di gempa cianjur terusbertambah,"['korban', 'tinggal', 'dunia', 'hilang', 'gempa', 'cianjur', 'terusbertambah']"
2022-11-29 17:29:35+00:00,1.0,neutral,video bantu korban gempa  hilmi fpi serahkan bantuan di cilaku  fpi aceh di posko induk hilmi fpi cianjur,"['video', 'bantu', 'korban', 'gempa', 'hilmi', 'fpi', 'serah', 'bantu', 'cilaku', 'fpi', 'aceh', 'posko', 'induk', 'hilmi', 'fpi', 'cianjur']"
2022-11-29 17:31:33+00:00,-1.0,neutral,kementerian kesehatan lima pengungsi korban gempa cianjur dilanda gangguan jiwa,"['menteri', 'sehat', 'ungsi', 'korban', 'gempa', 'cianjur', 'landa', 'ganggu', 'jiwa']"
2022-11-29 17:33:10+00:00,-1.0,neutral,pencabutan label gereja di tenda bantuan korban gempa cianjur  ormas garis klarifikasi  liputan,"['cabut', 'label', 'gereja', 'tenda', 'bantu', 'korban', 'gempa', 'cianjur', 'ormas', 'garis', 'klarifikasi', 'liput']"
2022-11-29 17:33:34+00:00,1.0,neutral,ketua umum partai golkar menginstruksikan yellow clinic bantu korban gempa cianjur  cianjur golkarindonesia airlanggahartarto,"['ketua', 'partai', 'golkar', 'instruksi', 'yellow', 'clinic', 'bantu', 'korban', 'gempa', 'cianjur', 'cianjur', 'golkarindonesia', 'airlanggahartarto']"
2022-11-29 17:33:36+00:00,-1.0,neutral,terbaru korban meninggal dunia pasca gempa cianjur orang,"['baru', 'korban', 'tinggal', 'dunia', 'pasca', 'gempa', 'cianjur', 'orang']"
2022-11-29 17:37:24+00:00,-1.0,neutral,update pencarian korban yang meninggal dunia gempa cianjur  hari selasa    korban meninggal gempa cianjur ditemukan pada hari kesembilan pencarian  sudah ada total  orang tewas dalam gempa cianjur,"['update', 'cari', 'korban', 'tinggal', 'dunia', 'gempa', 'cianjur', 'selasa', 'korban', 'tinggal', 'gempa', 'cianjur', 'temu', 'sembilan', 'cari', 'total', 'orang', 'tewas', 'gempa', 'cianjur']"
2022-11-29 17:45:23+00:00,1.0,neutral,pengungsi korban gempa cianjur di desa cibeureum  kecamatan cugenang  meminta agar para relawan tak lagi menyalurkan bantuan berupa baju bekas pakai,"['ungsi', 'korban', 'gempa', 'cianjur', 'desa', 'cibeureum', 'camat', 'cugenang', 'rawan', 'salur', 'bantu', 'baju', 'bekas', 'pakai']"
2022-11-29 17:55:33+00:00,-1.0,neutral,pengungsi korban gempa cianjur alami gangguan jiwa,"['ungsi', 'korban', 'gempa', 'cianjur', 'alami', 'ganggu', 'jiwa']"
2022-11-29 17:58:41+00:00,-1.0,neutral,update jumlah korban gempa cianjur  november   orang meninggal dunia   orang masih hilang     korban meninggal dunia sejumlah  jiwa  hasil pencarian hari selasa   ditemukan  korban jiwa  dan korban hilang masih ada  orang,"['update', 'korban', 'gempa', 'cianjur', 'november', 'orang', 'tinggal', 'dunia', 'orang', 'hilang', 'korban', 'tinggal', 'dunia', 'jiwa', 'hasil', 'cari', 'selasa', 'temu', 'korban', 'jiwa', 'korban', 'hilang', 'orang']"
2022-11-29 18:08:41+00:00,-1.0,neutral,video gempa palu  diframing gempa cianjur lalu open donasi dgn kasih nomor rekening  uname nya pake negara yg mulia   kondisi gempa emang empuk bgt sih jadi sasaran para scammer,"['video', 'gempa', 'palu', 'diframing', 'gempa', 'cianjur', 'open', 'donasi', 'dgn', 'kasih', 'nomor', 'rekening', 'uname', 'negara', 'mulia', 'kondisi', 'gempa', 'emang', 'empuk', 'sih', 'sasar', 'scammer']"
2022-11-29 18:24:05+00:00,-1.0,neutral,update korban gempa cianjur  sebanyak  orang meninggal dunia,"['update', 'korban', 'gempa', 'cianjur', 'orang', 'tinggal', 'dunia']"
2022-11-29 18:28:33+00:00,-1.0,neutral,update korban gempa cianjur  sebanyak  orang meninggal dunia,"['update', 'korban', 'gempa', 'cianjur', 'orang', 'tinggal', 'dunia']"
2022-11-29 18:30:33+00:00,1.0,neutral,datangi pengungsi  rizky billar dan lesty kejora doakan korban gempa cianjur,"['datang', 'ungsi', 'rizky', 'billar', 'lesty', 'kejora', 'doa', 'korban', 'gempa', 'cianjur']"
2022-11-29 18:40:05+00:00,-1.0,neutral,update terkini  korban gempa cianjur   meninggal dunia elangnews,"['update', 'kini', 'korban', 'gempa', 'cianjur', 'tinggal', 'dunia', 'elangnews']"
2022-11-29 18:41:13+00:00,-1.0,food,mrsenci cianjur kan bencana alam nya gempa bukan tsunami kaya nya kalo baju mah masih bisa di selamat kan di rumah masing sebaiknya yg mau ksih bantuan tuh makanan aja atau sembako biar mereka bisa masak di posko nya masing,"['mrsenci', 'cianjur', 'bencana', 'alam', 'gempa', 'tsunami', 'kaya', 'kalo', 'baju', 'mah', 'selamat', 'rumah', 'ksih', 'bantu', 'tuh', 'makan', 'aja', 'sembako', 'biar', 'masak', 'posko']"
2022-11-29 18:42:57+00:00,1.0,medical emergency,trauma healing oleh tni au untuk korban gempa cianjur,"['trauma', 'healing', 'tni', 'au', 'korban', 'gempa', 'cianjur']"
2022-11-29 18:53:42+00:00,-1.0,neutral,pengen tau cianjur lebih banyak islam garis keras atau lgbtnya  tapi harusnya lebih banyak lgbt sih kalau kena gempa kayak gitu,"['tau', 'cianjur', 'islam', 'garis', 'keras', 'lgbtnya', 'lgbt', 'sih', 'kena', 'gempa', 'kayak', 'gitu']"
2022-11-29 19:00:07+00:00,-1.0,neutral,jumlah pengungsi terdampak gempa cianjur capai  jiwa,"['ungsi', 'dampak', 'gempa', 'cianjur', 'capai', 'jiwa']"
2022-11-29 19:05:05+00:00,-1.0,medical emergency,miris  kemenkes ri laporkan sedikitnya lima orang korban gempa cianjur alami gangguan jiwa di tenda pengungsian,"['miris', 'kemenkes', 'ri', 'lapor', 'orang', 'korban', 'gempa', 'cianjur', 'alami', 'ganggu', 'jiwa', 'tenda', 'ungsi']"
2022-11-29 19:25:02+00:00,1.0,food,polrestabes surabaya menyalurkan bantuan untuk korban gempa cianjur  jawa barat  ribuan paket sembako diberangkatkan ke cianjur,"['polrestabes', 'surabaya', 'salur', 'bantu', 'korban', 'gempa', 'cianjur', 'jawa', 'barat', 'ribu', 'paket', 'sembako', 'berangkat', 'cianjur']"
2022-11-29 19:28:02+00:00,1.0,food,polrestabes surabaya menyalurkan bantuan untuk korban gempa cianjur  jawa barat  ribuan paket sembako diberangkatkan ke cianjur,"['polrestabes', 'surabaya', 'salur', 'bantu', 'korban', 'gempa', 'cianjur', 'jawa', 'barat', 'ribu', 'paket', 'sembako', 'berangkat', 'cianjur']"
2022-11-29 19:28:09+00:00,1.0,medical emergency,polda metro jaya kirim  relawanbantu pemulihan korban gempa cianjur,"['polda', 'metro', 'jaya', 'kirim', 'relawanbantu', 'pulih', 'korban', 'gempa', 'cianjur']"
2022-11-29 19:33:05+00:00,-1.0,neutral,jumlah pengungsi korban gempa cianjur capai   jiwa,"['ungsi', 'korban', 'gempa', 'cianjur', 'capai', 'jiwa']"
2022-11-29 19:33:18+00:00,-1.0,neutral,rheneephree mrsenci ini gempa cianjur dipake ajang kampanye politik gelap sama akun di medsos  dipake buat saling menjatuhkan,"['rheneephree', 'mrsenci', 'gempa', 'cianjur', 'dipake', 'ajang', 'kampanye', 'politik', 'gelap', 'akun', 'medsos', 'dipake', 'jatuh']"
2022-11-29 19:33:47+00:00,1.0,medical emergency,gempa cianjur  pmi fokus pelayanan pemulihan  kesehatan danpsikososial,"['gempa', 'cianjur', 'pmi', 'fokus', 'layan', 'pulih', 'sehat', 'danpsikososial']"
2022-11-29 19:41:23+00:00,-1.0,neutral,denbagus jiah   pamer kekayaan   sdh nyumbang korban gempa cianjur apa blm,"['denbagus', 'jiah', 'pamer', 'kaya', 'sdh', 'nyumbang', 'korban', 'gempa', 'cianjur', 'blm']"
2022-11-29 19:45:10+00:00,1.0,neutral,anjing labrador milik satpol pp semarang bernama coco menuai sorotan usai menemukan tiga korban gempa cianjur yang terkubur  ini dia si pintar coco   via detikjateng,"['anjing', 'labrador', 'milik', 'satpol', 'pp', 'semarang', 'nama', 'coco', 'tuai', 'sorot', 'temu', 'korban', 'gempa', 'cianjur', 'kubur', 'si', 'pintar', 'coco', 'via', 'detikjateng']"
2022-11-29 19:46:22+00:00,-1.0,neutral,top  tekno berita kemarin update gempa susulan di cianjur,"['top', 'tekno', 'berita', 'kemarin', 'update', 'gempa', 'susul', 'cianjur']"
2022-11-29 19:47:03+00:00,-1.0,neutral,begini rumah rata tanah dihantam gempa dahsyat cianjur,"['rumah', 'tanah', 'hantam', 'gempa', 'dahsyat', 'cianjur']"
2022-11-29 19:57:45+00:00,1.0,water,atalia sambangi korban gempa cianjur  mendesak penyediaan air bersih,"['atalia', 'sambang', 'korban', 'gempa', 'cianjur', 'desak', 'sedia', 'air', 'bersih']"
2022-11-29 20:00:44+00:00,-1.0,neutral,tragedi cianjur yang sesungguhnya adalah gempa akibat radikalisme dan terorisme psikologi yg menjajah sesama manusia atas nama agama   cb    website    telegram    instagram    hwmi,"['tragedi', 'cianjur', 'sungguh', 'gempa', 'akibat', 'radikalisme', 'terorisme', 'psikologi', 'jajah', 'manusia', 'nama', 'agama', 'cb', 'website', 'telegram', 'instagram', 'hwmi']"
2022-11-29 20:06:33+00:00,-1.0,neutral,sar gabungan temukan  jenazah lagi  korban meninggal gempa cianjur capai  jiwa,"['sar', 'gabung', 'temu', 'jenazah', 'korban', 'tinggal', 'gempa', 'cianjur', 'capai', 'jiwa']"
2022-11-29 20:06:33+00:00,-1.0,neutral,sar gabungan temukan  jenazah lagi  korban meninggal gempa cianjur capai  jiwa,"['sar', 'gabung', 'temu', 'jenazah', 'korban', 'tinggal', 'gempa', 'cianjur', 'capai', 'jiwa']"
2022-11-29 20:06:34+00:00,-1.0,neutral,sar gabungan temukan  jenazah lagi  korban meninggal gempa cianjur capai  jiwa,"['sar', 'gabung', 'temu', 'jenazah', 'korban', 'tinggal', 'gempa', 'cianjur', 'capai', 'jiwa']"
2022-11-29 20:06:34+00:00,-1.0,neutral,sar gabungan temukan  jenazah lagi  korban meninggal gempa cianjur capai  jiwa,"['sar', 'gabung', 'temu', 'jenazah', 'korban', 'tinggal', 'gempa', 'cianjur', 'capai', 'jiwa']"
2022-11-29 20:13:54+00:00,-1.0,neutral,sebagian donatur amp  relawan mengundurkan diri dari lokasi gempa cianjur,"['donatur', 'amp', 'rawan', 'undur', 'lokasi', 'gempa', 'cianjur']"
2022-11-29 20:17:28+00:00,-1.0,neutral,sebagian donatur amp  relawan mengundurkan diri dari lokasi gempa cianjur,"['donatur', 'amp', 'rawan', 'undur', 'lokasi', 'gempa', 'cianjur']"
2022-11-29 20:29:28+00:00,-1.0,neutral,muhamaddaudabd paltiwest saya kira orang orang nasrani yang nyumbang korban gempa di cianjur ini mereka tdk punya misi orang di cianjur ini menjadi murtad,"['muhamaddaudabd', 'paltiwest', 'orang', 'orang', 'nasrani', 'nyumbang', 'korban', 'gempa', 'cianjur', 'tdk', 'misi', 'orang', 'cianjur', 'murtad']"
2022-11-29 20:41:29+00:00,1.0,medical emergency,trauma healing oleh tni au untuk korban gempa cianjur,"['trauma', 'healing', 'tni', 'au', 'korban', 'gempa', 'cianjur']"
2022-11-29 21:21:33+00:00,1.0,water,gali  sumur bor  jurus kementerian esdm sediakan air bersih untuk korban gempa cianjur,"['gali', 'sumur', 'bor', 'jurus', 'menteri', 'esdm', 'sedia', 'air', 'bersih', 'korban', 'gempa', 'cianjur']"
2022-11-29 21:36:10+00:00,-1.0,neutral,cassierrabren penyukaombak bro mending lu coli kek apa kek asal ga kasih opini di sosmed dah soalnya tolol lu nyebar  kasian emak dan bapak lu ngegedein anak tolol begini dan semoga mereka sehat dan tabah punya anak tolol kek lu    pantes cianjur dikasih gempa,"['cassierrabren', 'penyukaombak', 'bro', 'mending', 'coli', 'kek', 'kek', 'kasih', 'opini', 'sosmed', 'tolol', 'nyebar', 'kasi', 'emak', 'ngegedein', 'anak', 'tolol', 'moga', 'sehat', 'tabah', 'anak', 'tolol', 'kek', 'pantes', 'cianjur', 'kasih', 'gempa']"
2022-11-29 21:41:40+00:00,1.0,evacuation route,peran polwan k di tengah proses evakuasi  tidak mau kalah  polwan ri pun ikut bergabung dalam tim k dan menjadi pawang para anjing pelacak untuk menemukan korban gempa di cianjur  jawa barat,"['peran', 'polwan', 'k', 'proses', 'evakuasi', 'kalah', 'polwan', 'ri', 'gabung', 'tim', 'k', 'pawang', 'anjing', 'lacak', 'temu', 'korban', 'gempa', 'cianjur', 'jawa', 'barat']"
2022-11-29 21:46:42+00:00,-1.0,neutral,bencana tsunami aceh  bencana gempa yogya  bencana gempa sumbar  bencana gempa lombok  bencana gempa palu  dst    upaya evakuasi berjalan lancar oleh relawan dan pemerintah    baru cianjur yang agak heboh dengan isu non bencana  mana bupati sama polresnya rada error juga,"['bencana', 'tsunami', 'aceh', 'bencana', 'gempa', 'yogya', 'bencana', 'gempa', 'sumbar', 'bencana', 'gempa', 'lombok', 'bencana', 'gempa', 'palu', 'dst', 'upaya', 'evakuasi', 'jalan', 'lancar', 'rawan', 'perintah', 'cianjur', 'heboh', 'isu', 'non', 'bencana', 'bupati', 'polresnya', 'rada', 'error']"
2022-11-29 21:48:27+00:00,1.0,water,gali  sumur bor  jurus kementerian esdm sediakan air bersih untuk korban gempa cianjur,"['gali', 'sumur', 'bor', 'jurus', 'menteri', 'esdm', 'sedia', 'air', 'bersih', 'korban', 'gempa', 'cianjur']"
2022-11-29 21:53:31+00:00,-1.0,neutral,korban meninggal gempa cianjur tambah jadi,"['korban', 'tinggal', 'gempa', 'cianjur']"
2022-11-29 21:53:32+00:00,-1.0,neutral,fianiii ya tdk anehlah semua orang juga sudah pasti tahu klo ini hanya perbuatanya orang orang kelompok kaum radikal pendukung wan ngibul  anus bas edan saja yang bikin keributan di tengah masyarakat cianjur yang lagi menderita karena korban gempa di cianjur ini,"['fianiii', 'ya', 'tdk', 'aneh', 'orang', 'klo', 'perbuatanya', 'orang', 'orang', 'kelompok', 'kaum', 'radikal', 'dukung', 'wan', 'ngibul', 'anus', 'bas', 'edan', 'bikin', 'ribut', 'masyarakat', 'cianjur', 'derita', 'korban', 'gempa', 'cianjur']"
2022-11-29 21:55:00+00:00,-1.0,neutral,gempa cianjur telan korban  orang meninggaldunia,"['gempa', 'cianjur', 'telan', 'korban', 'orang', 'meninggaldunia']"
2022-11-29 22:00:21+00:00,-1.0,neutral,snwb itu pakaian bekas ga layak pakai  ga cmn di cianjur  sewaktu gempa palu ntb maupun yogyapun pst ada  yg menjijikan manusia yg memanfaatlan gempa utk tujuan politiknya,"['snwb', 'pakai', 'bekas', 'layak', 'pakai', 'cmn', 'cianjur', 'gempa', 'palu', 'ntb', 'yogyapun', 'pst', 'jijik', 'manusia', 'memanfaatlan', 'gempa', 'utk', 'tuju', 'politik']"
2022-11-29 22:01:33+00:00,-1.0,neutral,update gempa cianjur meninggal   pengungsi   jiwa,"['update', 'gempa', 'cianjur', 'tinggal', 'ungsi', 'jiwa']"
2022-11-29 22:24:52+00:00,1.0,water,tinjau warga terdampak gempa di cianjur  atalia ajak komunitas bantu penyediaan air bersih,"['tinjau', 'warga', 'dampak', 'gempa', 'cianjur', 'atalia', 'ajak', 'komunitas', 'bantu', 'sedia', 'air', 'bersih']"
2022-11-29 22:27:03+00:00,1.0,clothes,pengungsi gempa cianjur butuh sarana ibadah,"['ungsi', 'gempa', 'cianjur', 'butuh', 'sarana', 'ibadah']"
2022-11-29 22:32:01+00:00,-1.0,neutral,ndagels gempa cianjur ngefek ke  orang,"['ndagels', 'gempa', 'cianjur', 'ngefek', 'orang']"
2022-11-29 22:47:21+00:00,-1.0,neutral,detikcom acara tsb sungguh melukai sodara kita di cianjur yg terkena musibah gempa dr pd uang tsb dihamburkan hanya unt kepentingan individu atau kelompoknya ya mending unt menolong sodara kita yg ada di cianjur sungguh terlaluuu,"['detikcom', 'acara', 'tsb', 'sungguh', 'luka', 'sodara', 'cianjur', 'kena', 'musibah', 'gempa', 'dr', 'pd', 'uang', 'tsb', 'hambur', 'unt', 'penting', 'individu', 'kelompok', 'ya', 'mending', 'unt', 'tolong', 'sodara', 'cianjur', 'sungguh', 'terlaluuu']"
2022-11-29 22:49:03+00:00,-1.0,neutral,tebing longsor di india diklaim setelah gempa susulan di cianjur,"['tebing', 'longsor', 'india', 'klaim', 'gempa', 'susul', 'cianjur']"
