full_text,label,joined_text
"['energitodayid', 'pertamina', 'kemenbumn', 'pertamina', 'depan', 'bantu', 'tangan', 'bencana', 'gempa', 'bumi', 'cianjur']",1.0,energitodayid pertamina kemenbumn pertamina depan bantu tangan bencana gempa bumi cianjur
"['gempa', 'magnitudo', 'guncang', 'cianjur', 'malam', 'temponasional']",1.0,gempa magnitudo guncang cianjur malam temponasional
"['kompetisi', 'positif', 'djung', 'mobilindo', 'relokasi', 'showroom', 'posh', 'donasi', 'korban', 'gempa', 'dicianjur']",1.0,kompetisi positif djung mobilindo relokasi showroom posh donasi korban gempa dicianjur
"['gungaji', 'jhonatannapitu', 'infobmkg', 'langsung', 'sr', 'gempa', 'susulanya', 'sr', 'auto', 'rungkad', 'jakarta', 'bogor', 'depok', 'sukabumi', 'bandung', 'bang', 'sebab', 'likuefasi', 'area', 'cianjur', 'tambah', 'longsor', 'parah', 'mending', 'gin', 'ngerusak', 'infrastruktur', 'cuman', 'rasa', 'goyang', 'doang', 'parah']",1.0,gungaji jhonatannapitu infobmkg langsung sr gempa susulanya sr auto rungkad jakarta bogor depok sukabumi bandung bang sebab likuefasi area cianjur tambah longsor parah mending gin ngerusak infrastruktur cuman rasa goyang doang parah
"['energitodayid', 'pertamina', 'kemenbumn', 'baik', 'pertamina', 'dukung', 'langkah', 'polri', 'liter', 'bbm', 'operasional', 'polri', 'jalan', 'lancar', 'tangan', 'gempa', 'cianjur']",1.0,energitodayid pertamina kemenbumn baik pertamina dukung langkah polri liter bbm operasional polri jalan lancar tangan gempa cianjur
"['kapita', 'artis', 'nana', 'mardiana', 'gerak', 'cepat', 'turba', 'tenda', 'ungsi', 'bantu', 'korban', 'gempa', 'cianjur']",1.0,kapita artis nana mardiana gerak cepat turba tenda ungsi bantu korban gempa cianjur
"['energitodayid', 'pertamina', 'kemenbumn', 'keren', 'pertamina', 'dukung', 'langkah', 'polri', 'tanggulang', 'bencana', 'gempa', 'bumi', 'cianjur']",1.0,energitodayid pertamina kemenbumn keren pertamina dukung langkah polri tanggulang bencana gempa bumi cianjur
"['cianjur', 'dpp', 'pdi', 'juang', 'kursi', 'roda', 'elektrik', 'anak', 'disabilitas', 'korban', 'gempa', 'desa', 'benjot', 'camat', 'cugenang', 'selasa', 'pdiperjuangan', 'pdiperjuanganjabar', 'pdiperjuangancianjur', 'solidbergerak', 'lengkap']",1.0,cianjur dpp pdi juang kursi roda elektrik anak disabilitas korban gempa desa benjot camat cugenang selasa pdiperjuangan pdiperjuanganjabar pdiperjuangancianjur solidbergerak lengkap
"['energitodayid', 'pertamina', 'kemenbumn', 'mantap', 'pertamina', 'dukung', 'operasional', 'polri', 'lancar', 'tugas', 'tangan', 'gempa', 'cianjur']",1.0,energitodayid pertamina kemenbumn mantap pertamina dukung operasional polri lancar tugas tangan gempa cianjur
"['sutisna', 'berangkat', 'bantu', 'logistik', 'korban', 'gempa', 'cianjur', 'pdiperjuangan', 'pdiperjuanganjabar', 'pdiperjuanganpurwakarta', 'solidbergerak', 'lengkap']",1.0,sutisna berangkat bantu logistik korban gempa cianjur pdiperjuangan pdiperjuanganjabar pdiperjuanganpurwakarta solidbergerak lengkap
"['potret', 'selebriti', 'rawan', 'bantu', 'korban', 'gempa', 'cianjur']",1.0,potret selebriti rawan bantu korban gempa cianjur
"['video', 'lapor', 'giat', 'rawan', 'pa', 'lokasi', 'dampak', 'gempa', 'cianjur', 'rabu']",1.0,video lapor giat rawan pa lokasi dampak gempa cianjur rabu
"['energitodayid', 'pertamina', 'kemenbumn', 'terimakasih', 'pertamina', 'bantu', 'polri', 'lancar', 'bertugaa', 'tangan', 'gempa', 'cianjur']",1.0,energitodayid pertamina kemenbumn terimakasih pertamina bantu polri lancar bertugaa tangan gempa cianjur
"['pmi', 'optimal', 'layan', 'sehat', 'sisir', 'korban', 'gempa', 'cianjur']",1.0,pmi optimal layan sehat sisir korban gempa cianjur
"['baguna', 'pdi', 'juang', 'kota', 'depok', 'gotong', 'royong', 'bantu', 'dampak', 'gempa', 'cianjur', 'baguna', 'pdi', 'juang', 'kota', 'depok', 'serah', 'bantu', 'manusia', 'bencana', 'alam', 'gempa', 'cianjur', 'baguna', 'dpc', 'pdi', 'juang', 'kota', 'depok', 'serah', 'bantu', 'manusia', 'bencana', 'alam', 'gempa']",1.0,baguna pdi juang kota depok gotong royong bantu dampak gempa cianjur baguna pdi juang kota depok serah bantu manusia bencana alam gempa cianjur baguna dpc pdi juang kota depok serah bantu manusia bencana alam gempa
"['cianjur', 'posko', 'manusia', 'dpc', 'pdi', 'juang', 'kab', 'cianjur', 'baguna', 'pdi', 'juang', 'kota', 'depok', 'bantu', 'dampak', 'gempa', 'cianjur', 'rombong', 'baguna', 'berangkat', 'kantor', 'dpc', 'pdi', 'juang', 'kota', 'depok']",1.0,cianjur posko manusia dpc pdi juang kab cianjur baguna pdi juang kota depok bantu dampak gempa cianjur rombong baguna berangkat kantor dpc pdi juang kota depok
"['no', 'no', 'party', 'mama', 'platinum', 'papa', 'kalah', 'yanti', 'airlangga', 'hartarto', 'terjun', 'lokasi', 'gempa', 'cianjur', 'indigo']",1.0,no no party mama platinum papa kalah yanti airlangga hartarto terjun lokasi gempa cianjur indigo
"['alhamdulillah', 'moga', 'bantu', 'manfaat', 'anakanak', 'korban', 'dampak', 'yantiairlangga', 'gempacianjur', 'partaigolkar', 'iipg']",1.0,alhamdulillah moga bantu manfaat anakanak korban dampak yantiairlangga gempacianjur partaigolkar iipg
"['pdi', 'juang', 'depok', 'gotong', 'royong', 'bantu', 'dampak', 'gempa', 'cianjur', 'pdiperjuangan', 'pdiperjuanganjabar', 'pdiperjuangankotadepok', 'solidbergerak']",1.0,pdi juang depok gotong royong bantu dampak gempa cianjur pdiperjuangan pdiperjuanganjabar pdiperjuangankotadepok solidbergerak
"['bupati', 'cianjur', 'jawa', 'barat', 'herman', 'suherman', 'jenazah', 'korban', 'gempa', 'cianjur', 'temu', 'tim', 'sar', 'gabung', 'proses', 'cari', 'korban', 'tinggal', 'tambah']",1.0,bupati cianjur jawa barat herman suherman jenazah korban gempa cianjur temu tim sar gabung proses cari korban tinggal tambah
"['copot', 'label', 'gereja', 'tenda', 'ungsi', 'korban', 'gempa', 'cianjur', 'dampak', 'buruk', 'sebab', 'tenda', 'bocor', 'via', 'detikjabar']",1.0,copot label gereja tenda ungsi korban gempa cianjur dampak buruk sebab tenda bocor via detikjabar
"['adimasn', 'shaaff', 'hkushardanto', 'ryawiedy', 'papa', 'rakyat', 'cianjur', 'derita', 'bantu', 'antum', 'mau', 'korban', 'gempa', 'cianjur', 'ketimbang']",1.0,adimasn shaaff hkushardanto ryawiedy papa rakyat cianjur derita bantu antum mau korban gempa cianjur ketimbang
"['perintah', 'bangun', 'bas', 'rumah', 'rusak', 'akibat', 'gempa', 'cianjur']",1.0,perintah bangun bas rumah rusak akibat gempa cianjur
"['butuh', 'rawan', 'gempa', 'cianjur', 'ketuk', 'dm', 'ku', 'yaaahhh', 'kasih', 'ken', 'ngebantu', 'enggak', 'tenaga', 'ku', 'guna']",1.0,butuh rawan gempa cianjur ketuk dm ku yaaahhh kasih ken ngebantu enggak tenaga ku guna
"['peduli', 'gempa', 'cianjur', 'kejar', 'kab', 'bekas', 'bantu', 'sembako']",1.0,peduli gempa cianjur kejar kab bekas bantu sembako
"['bahumembahu', 'bantu', 'ringan', 'beban', 'korban', 'gempa', 'cianjur', 'demokratpeduliberbagi', 'ahy', 'pimpin', 'dunia']",1.0,bahumembahu bantu ringan beban korban gempa cianjur demokratpeduliberbagi ahy pimpin dunia
"['peduli', 'korban', 'gempa', 'cianjur', 'jawa', 'eye', 'rawan', 'mahasiswa', 'salur', 'bantu']",1.0,peduli korban gempa cianjur jawa eye rawan mahasiswa salur bantu
"['kpk', 'serah', 'donasi', 'korban', 'gempa', 'cianjur']",1.0,kpk serah donasi korban gempa cianjur
"['info', 'gempa', 'mag', 'dec', 'wib', 'lok', 'ls', 'bt', 'km', 'baratlaut', 'kabcianjurjabar', 'kedlmn', 'km', 'bmkg']",1.0,info gempa mag dec wib lok ls bt km baratlaut kabcianjurjabar kedlmn km bmkg
"['bupati', 'cianjur', 'cari', 'korban', 'gempa', 'panjang']",1.0,bupati cianjur cari korban gempa panjang
"['duh', 'cianjur', 'aya', 'gempa', 'susul', 'kieu', 'yaa', 'alloh', 'teu', 'nanaon', 'mung', 'tiasa', 'ngadoa', 'we', 'stay', 'safe', 'and', 'strong', 'cianjur']",1.0,duh cianjur aya gempa susul kieu yaa alloh teu nanaon mung tiasa ngadoa we stay safe and strong cianjur
"['polres', 'purbalingga', 'bantu', 'sosial', 'damping', 'psikososial', 'anakanak', 'orang', 'dewasa', 'akibat', 'dampak', 'gempa', 'tenda', 'ungsi', 'cianjur', 'polrespurbalingga', 'humaspolrespurbalingga', 'polisiindonesia', 'polisiindonesia']",1.0,polres purbalingga bantu sosial damping psikososial anakanak orang dewasa akibat dampak gempa tenda ungsi cianjur polrespurbalingga humaspolrespurbalingga polisiindonesia polisiindonesia
"['pasca', 'gempa', 'cianjur', 'kabaharkam', 'polri', 'trauma', 'healing', 'main', 'anakanak', 'dampak', 'sinergibanturakyat', 'semangat', 'bangkit']",1.0,pasca gempa cianjur kabaharkam polri trauma healing main anakanak dampak sinergibanturakyat semangat bangkit
"['ikat', 'istri', 'fraksi', 'partai', 'golkar', 'iifpg', 'dpr', 'ri', 'gelar', 'giat', 'amal', 'bantu', 'korban', 'gempa', 'cianjur', 'jawa', 'barat']",1.0,ikat istri fraksi partai golkar iifpg dpr ri gelar giat amal bantu korban gempa cianjur jawa barat
"['rawan', 'front', 'saudara', 'islam', 'fpi', 'bahu', 'bahu', 'sinergi', 'prajurit', 'tni', 'giat', 'sar', 'lokasi', 'dampak', 'gempa', 'bumi', 'cianjur', 'jawa', 'barat', 'fpiselaludihatirakyat']",1.0,rawan front saudara islam fpi bahu bahu sinergi prajurit tni giat sar lokasi dampak gempa bumi cianjur jawa barat fpiselaludihatirakyat
"['ikat', 'istri', 'fraksi', 'partai', 'golkar', 'iifpg', 'dpr', 'ri', 'gelar', 'giat', 'amal', 'bantu', 'korban', 'gempa', 'cianjur', 'jawa', 'barat']",1.0,ikat istri fraksi partai golkar iifpg dpr ri gelar giat amal bantu korban gempa cianjur jawa barat
"['ketua', 'dprd', 'pariyanto', 'sh', 'tinjau', 'buat', 'ton', 'rendang', 'kirim', 'korban', 'gempacianjur']",1.0,ketua dprd pariyanto sh tinjau buat ton rendang kirim korban gempacianjur
"['puan', 'maharani', 'perintah', 'tanggap', 'darurat', 'gempa', 'cianjur']",1.0,puan maharani perintah tanggap darurat gempa cianjur
"['iifpg', 'dpr', 'serah', 'bantu', 'korban', 'gempa', 'cianjur', 'sindonews', 'bukanberitabiasa']",1.0,iifpg dpr serah bantu korban gempa cianjur sindonews bukanberitabiasa
"['rawan', 'puan', 'kirim', 'bantu', 'korban', 'gempa', 'bumi', 'kabupaten', 'cianjur', 'jawa', 'barat', 'bantu', 'salur', 'bentuk', 'peduli', 'rawan', 'puan', 'korban']",1.0,rawan puan kirim bantu korban gempa bumi kabupaten cianjur jawa barat bantu salur bentuk peduli rawan puan korban
"['no', 'debat', 'organisasi', 'afiliasi', 'jaring', 'terorisme', 'tindak', 'intoleran', 'cabut', 'label', 'gereja', 'bantu', 'korban', 'gempa', 'cianjur', 'tindak', 'cermin', 'toleransi']",1.0,no debat organisasi afiliasi jaring terorisme tindak intoleran cabut label gereja bantu korban gempa cianjur tindak cermin toleransi
"['dokter', 'rawan', 'gempa', 'cianjur', 'sempetnya', 'agama', 'niat', 'tolong', 'korban', 'bencana', 'cap', 'haram', 'kelompok', 'intoleran']",1.0,dokter rawan gempa cianjur sempetnya agama niat tolong korban bencana cap haram kelompok intoleran
"['bantu', 'kembali', 'senyum', 'anakanak', 'korban', 'gempa', 'cianjur', 'yanti', 'airlangga', 'airlanggahartanto', 'yantiairlangga', 'golkar', 'golkarindonesia', 'partaigolkar', 'gempacianjur', 'bantuanbencana', 'yellowclinic', 'iipg', 'bantuancianjur']",1.0,bantu kembali senyum anakanak korban gempa cianjur yanti airlangga airlanggahartanto yantiairlangga golkar golkarindonesia partaigolkar gempacianjur bantuanbencana yellowclinic iipg bantuancianjur
"['korban', 'tewas', 'gempa', 'cianjur', 'orang', 'hilang']",1.0,korban tewas gempa cianjur orang hilang
"['hasil', 'rapat', 'koordinasi', 'basarnas', 'pemkab', 'cianjur', 'forkopimda', 'proses', 'cari', 'korban', 'gempa', 'panjang', 'timbang', 'msh', 'korban', 'temu', 'kasubdit', 'kerah', 'potensi', 'kendali', 'operasi', 'basarnas', 'emy', 'freezer', 'ens']",1.0,hasil rapat koordinasi basarnas pemkab cianjur forkopimda proses cari korban gempa panjang timbang msh korban temu kasubdit kerah potensi kendali operasi basarnas emy freezer ens
"['doa', 'habib', 'bahar', 'bin', 'smith', 'korban', 'gempa', 'cianjur', 'bangsa', 'indonesia', 'fpiselaludihatirakyat']",1.0,doa habib bahar bin smith korban gempa cianjur bangsa indonesia fpiselaludihatirakyat
"['sutisna', 'berangkat', 'bantu', 'logistik', 'korban', 'gempa', 'cianjur', 'pdiperjuangan', 'pdiperjuanganjabar', 'pdiperjuanganpurwakarta', 'solidbergerak', 'lengkap']",1.0,sutisna berangkat bantu logistik korban gempa cianjur pdiperjuangan pdiperjuanganjabar pdiperjuanganpurwakarta solidbergerak lengkap
"['fenomenon', 'aneh', 'jadi', 'indo', 'monyet', 'turun', 'gunung', 'ikan', 'pantai', 'naek', 'k', 'darat', 'cianjur', 'gempa', 'naudzubillah', 'min', 'dzalik', 'musibah', 'jadi', 'deket', 'akibat', 'mahluk', 'tolol', 'maruknya', 'ngalahin', 'apa']",-1.0,fenomenon aneh jadi indo monyet turun gunung ikan pantai naek k darat cianjur gempa naudzubillah min dzalik musibah jadi deket akibat mahluk tolol maruknya ngalahin apa
"['pdi', 'juang', 'depok', 'gotong', 'royong', 'bantu', 'dampak', 'gempa', 'cianjur', 'pdiperjuangan', 'pdiperjuanganjabar', 'pdiperjuangankotadepok', 'solidbergerak']",1.0,pdi juang depok gotong royong bantu dampak gempa cianjur pdiperjuangan pdiperjuanganjabar pdiperjuangankotadepok solidbergerak
"['partai', 'demokrat', 'peduli', 'bantu', 'korban', 'gempa', 'cianjur', 'demokratpeduliberbagi', 'ahy', 'pimpin', 'dunia', 'agusyudhoyono', 'demokratniasbar']",1.0,partai demokrat peduli bantu korban gempa cianjur demokratpeduliberbagi ahy pimpin dunia agusyudhoyono demokratniasbar
"['bin', 'kemendagri', 'bangun', 'posko', 'buat', 'data', 'duduk', 'korban', 'gempa', 'cianjur']",1.0,bin kemendagri bangun posko buat data duduk korban gempa cianjur
"['partai', 'demokrat', 'bahu', 'bahu', 'ringan', 'beban', 'korban', 'gempa', 'cianjur', 'demokratpeduliberbagi', 'ahy', 'pimpin', 'dunia', 'agusyudhoyono', 'gulonitema', 'demokratniasbar']",1.0,partai demokrat bahu bahu ringan beban korban gempa cianjur demokratpeduliberbagi ahy pimpin dunia agusyudhoyono gulonitema demokratniasbar
"['partai', 'demokrat', 'salur', 'bantu', 'korban', 'gempa', 'cianjur', 'demokratpeduliberbagi', 'ahy', 'pimpin', 'dunia', 'agusyudhoyono', 'gulonitema']",1.0,partai demokrat salur bantu korban gempa cianjur demokratpeduliberbagi ahy pimpin dunia agusyudhoyono gulonitema
"['bahumembahu', 'bantu', 'ringan', 'beban', 'korban', 'gempa', 'cianjur', 'demokratpeduliberbagi', 'ahy', 'pimpin', 'dunia', 'agusyudhoyono', 'gulonitema', 'demokratniasbar']",1.0,bahumembahu bantu ringan beban korban gempa cianjur demokratpeduliberbagi ahy pimpin dunia agusyudhoyono gulonitema demokratniasbar
"['peduli', 'korban', 'gempa', 'cianjur', 'demokrat', 'jabar', 'salur', 'bantu', 'demokratpeduliberbagi', 'ahy', 'pimpin', 'dunia', 'agusyudhoyono', 'demokratniasbar']",1.0,peduli korban gempa cianjur demokrat jabar salur bantu demokratpeduliberbagi ahy pimpin dunia agusyudhoyono demokratniasbar
"['trauma', 'healing', 'anakanak', 'sintas', 'gempa', 'bumi', 'cianjur', 'jawa', 'barat', 'foto', 'main', 'ladang', 'salah', 'tani', 'dampak', 'gempa', 'bumi', 'beli', 'hasil', 'panen', 'sayur', 'buah', 'salur', 'warga', 'sintas', 'gempa', 'bumi']",1.0,trauma healing anakanak sintas gempa bumi cianjur jawa barat foto main ladang salah tani dampak gempa bumi beli hasil panen sayur buah salur warga sintas gempa bumi
"['kadin', 'dki', 'jakarta', 'siap', 'bantu', 'modal', 'usaha', 'korban', 'gempa', 'cianjur', 'sindonews', 'bukanberitabiasa']",1.0,kadin dki jakarta siap bantu modal usaha korban gempa cianjur sindonews bukanberitabiasa
"['polres', 'purbalingga', 'gandeng', 'wartawan', 'mahasiswa', 'kirim', 'bantu', 'korban', 'gempa', 'cianjur']",1.0,polres purbalingga gandeng wartawan mahasiswa kirim bantu korban gempa cianjur
"['proses', 'evakuasi', 'korban', 'gempa', 'cianjur', 'desa', 'cijedil']",1.0,proses evakuasi korban gempa cianjur desa cijedil
"['kisah', 'rawan', 'gempa', 'cianjur', 'sintas', 'lengkapcepatberitanya', 'beritaterkini', 'berita', 'news', 'beritanasional']",1.0,kisah rawan gempa cianjur sintas lengkapcepatberitanya beritaterkini berita news beritanasional
"['pemkab', 'diri', 'kirim', 'rawan', 'sehat', 'bantu', 'pulih', 'korban', 'gempa', 'cianjur']",1.0,pemkab diri kirim rawan sehat bantu pulih korban gempa cianjur
"['polda', 'jateng', 'berangkat', 'truk', 'isi', 'bantu', 'logistik', 'korban', 'gempa', 'cianjur']",1.0,polda jateng berangkat truk isi bantu logistik korban gempa cianjur
"['adi', 'salur', 'ribu', 'paket', 'bantu', 'korban', 'gempa', 'cianjur', 'sindonews', 'bukanberitabiasa']",1.0,adi salur ribu paket bantu korban gempa cianjur sindonews bukanberitabiasa
"['perumda', 'pasar', 'nkr', 'kabupaten', 'tangerang', 'kirim', 'bantu', 'korban', 'gempa', 'cianjur']",1.0,perumda pasar nkr kabupaten tangerang kirim bantu korban gempa cianjur
"['pemkab', 'tangerang', 'salur', 'bantu', 'rp', 'miliar', 'korban', 'gempacianjur']",1.0,pemkab tangerang salur bantu rp miliar korban gempacianjur
"['partai', 'demokrat', 'bantu', 'korban', 'gempa', 'cianjur', 'demokratpeduliberbagi', 'ahy', 'pimpin', 'dunia']",1.0,partai demokrat bantu korban gempa cianjur demokratpeduliberbagi ahy pimpin dunia
"['partai', 'demokrat', 'salur', 'bantu', 'korban', 'gempa', 'cianjur', 'demokratpeduliberbagi', 'ahy', 'pimpin', 'dunia']",1.0,partai demokrat salur bantu korban gempa cianjur demokratpeduliberbagi ahy pimpin dunia
"['partai', 'demokrat', 'bahumembahu', 'ringan', 'beban', 'korban', 'gempa', 'cianjur', 'demokratpeduliberbagi', 'ahy', 'pimpin', 'dunia']",1.0,partai demokrat bahumembahu ringan beban korban gempa cianjur demokratpeduliberbagi ahy pimpin dunia
"['partai', 'demokrat', 'salur', 'bantu', 'korban', 'gempa', 'cianjur', 'demokratpeduliberbagi', 'ahy', 'pimpin', 'dunia']",1.0,partai demokrat salur bantu korban gempa cianjur demokratpeduliberbagi ahy pimpin dunia
"['peduli', 'korban', 'gempa', 'ci', 'cianjur', 'demokrat', 'jabar', 'salur', 'bantu', 'demokratpeduliberbagi', 'ahy', 'pimpin', 'dunia']",1.0,peduli korban gempa ci cianjur demokrat jabar salur bantu demokratpeduliberbagi ahy pimpin dunia
"['gerak', 'cepat', 'ahy', 'langsung', 'instruksi', 'kader', 'bantu', 'korban', 'gempa', 'cianjur', 'demokratpeduliberbagi', 'ahy', 'pimpin', 'dunia']",1.0,gerak cepat ahy langsung instruksi kader bantu korban gempa cianjur demokratpeduliberbagi ahy pimpin dunia
"['peduli', 'gempa', 'cianjur', 'mahasiswa', 'ueu', 'tangerang', 'kumpul', 'donasi', 'konser', 'musik']",1.0,peduli gempa cianjur mahasiswa ueu tangerang kumpul donasi konser musik
"['mhu', 'mmsgi', 'salur', 'bantu', 'korban', 'gempa', 'cianjur', 'mmsgi']",1.0,mhu mmsgi salur bantu korban gempa cianjur mmsgi
"['alhamdulillah', 'robaal', 'alamin', 'bantu', 'logistik', 'korban', 'gempa', 'bumi', 'cianjur', 'alir', 'posko', 'induk', 'rawan', 'hilmifrontpersaudaraan', 'islam', 'fpi', 'berkah', 'berkah', 'fpiselaludihatirakyat']",1.0,alhamdulillah robaal alamin bantu logistik korban gempa bumi cianjur alir posko induk rawan hilmifrontpersaudaraan islam fpi berkah berkah fpiselaludihatirakyat
"['mhu', 'mmsgi', 'salur', 'bantu', 'korban', 'gempa', 'dicianjur']",1.0,mhu mmsgi salur bantu korban gempa dicianjur
"['instruksi', 'ahy', 'wasekjen', 'jovan', 'salur', 'bantu', 'korban', 'gempa', 'cianjur', 'demokratpeduliberbagi', 'ahy', 'pimpin', 'dunia']",1.0,instruksi ahy wasekjen jovan salur bantu korban gempa cianjur demokratpeduliberbagi ahy pimpin dunia
"['dampak', 'politik', 'identitas', 'agama', 'intoleransi', 'rugi', 'akar', 'rumput', 'korban', 'gempa', 'cianjur', 'moga', 'warga', 'indonesia', 'alami', 'ubah', 'tinggal', 'politik', 'indentitas', 'agama', 'intoleransi']",1.0,dampak politik identitas agama intoleransi rugi akar rumput korban gempa cianjur moga warga indonesia alami ubah tinggal politik indentitas agama intoleransi
"['gerak', 'gotongroyong', 'ringan', 'beban', 'kader', 'partai', 'demokrat', 'bahumembahu', 'bantu', 'korban', 'gempa', 'cianjur', 'demokratpeduliberbagi', 'ahy', 'pimpin', 'dunia']",1.0,gerak gotongroyong ringan beban kader partai demokrat bahumembahu bantu korban gempa cianjur demokratpeduliberbagi ahy pimpin dunia
"['ikut', 'instruksi', 'tum', 'ahy', 'partai', 'demokrat', 'jawa', 'barat', 'terjun', 'langsung', 'serah', 'bantu', 'masyarakat', 'dampak', 'gempa', 'bumi', 'cianjur', 'demokratpeduliberbagi', 'ahy', 'pimpin', 'dunia']",1.0,ikut instruksi tum ahy partai demokrat jawa barat terjun langsung serah bantu masyarakat dampak gempa bumi cianjur demokratpeduliberbagi ahy pimpin dunia
"['partai', 'demokrat', 'jawa', 'barat', 'tinjau', 'serah', 'langsung', 'bantu', 'masyarakat', 'dampak', 'gempa', 'cianjur', 'demokratpeduliberbagi', 'ahy', 'pimpin', 'dunia']",1.0,partai demokrat jawa barat tinjau serah langsung bantu masyarakat dampak gempa cianjur demokratpeduliberbagi ahy pimpin dunia
"['restu', 'alif', 'dwiyonots', 'snwb', 'cianjur', 'bantu', 'manusia', 'doa', 'allah', 'musibah', 'gempa', 'mrk', 'laku', 'wabah', 'sakit', 'tular', 'tjd', 'sana', 'tolong', 'manusia', 'mrk', 'butuh', 'lihat', 'salib', 'lihat', 'gereja', 'sj', 'goyah', 'iman', 'mrk', 'buat', 'dr', 'ragi', 'tempe']",-1.0,restu alif dwiyonots snwb cianjur bantu manusia doa allah musibah gempa mrk laku wabah sakit tular tjd sana tolong manusia mrk butuh lihat salib lihat gereja sj goyah iman mrk buat dr ragi tempe
"['ketua', 'fpd', 'dprd', 'kab', 'bekas', 'mia', 'el', 'dabo', 'pt', 'cikarang', 'nusantara', 'salur', 'bantu', 'kpd', 'masyarakat', 'dampak', 'gempa', 'cianjur', 'demokratpeduliberbagi', 'ahy', 'pimpin', 'dunia']",1.0,ketua fpd dprd kab bekas mia el dabo pt cikarang nusantara salur bantu kpd masyarakat dampak gempa cianjur demokratpeduliberbagi ahy pimpin dunia
"['wasekjen', 'demokrat', 'bencana', 'gempa', 'cianjur', 'perintah', 'ahy', 'langsung', 'bantu', 'korban', 'demokratpeduliberbagi', 'ahy', 'pimpin', 'dunia']",1.0,wasekjen demokrat bencana gempa cianjur perintah ahy langsung bantu korban demokratpeduliberbagi ahy pimpin dunia
"['gerak', 'cepat', 'ahy', 'langsung', 'instruksi', 'kader', 'bantu', 'korban', 'gempa', 'cianjur', 'demokratpeduliberbagi', 'ahy', 'pimpin', 'dunia']",1.0,gerak cepat ahy langsung instruksi kader bantu korban gempa cianjur demokratpeduliberbagi ahy pimpin dunia
"['perintah', 'bantu', 'didik', 'damping', 'psikososial', 'anak', 'pasca', 'gempacianjur']",1.0,perintah bantu didik damping psikososial anak pasca gempacianjur
"['partai', 'demokrkat', 'salur', 'bantu', 'korban', 'gempa', 'cianjur', 'demokratpeduliberbagi', 'ahy', 'pimpin', 'dunia']",1.0,partai demokrkat salur bantu korban gempa cianjur demokratpeduliberbagi ahy pimpin dunia
"['partai', 'demokrat', 'bahumembahu', 'ringan', 'beban', 'korban', 'gempa', 'cianjur', 'demokratpeduliberbagi', 'ahy', 'pimpin', 'dunia']",1.0,partai demokrat bahumembahu ringan beban korban gempa cianjur demokratpeduliberbagi ahy pimpin dunia
"['demokrat', 'peduli', 'gempa', 'cianjur', 'demokratpeduliberbagi', 'ahy', 'pimpin', 'dunia']",1.0,demokrat peduli gempa cianjur demokratpeduliberbagi ahy pimpin dunia
"['korpri', 'kpk', 'serah', 'donasi', 'manusia', 'korban', 'bencana', 'gempa', 'bumi', 'cianjur']",1.0,korpri kpk serah donasi manusia korban bencana gempa bumi cianjur
"['jalan', 'instruksi', 'tum', 'bantu', 'korban', 'gempa', 'cianjur', 'demokratpeduliberbagi', 'ahy', 'pimpin', 'dunia']",1.0,jalan instruksi tum bantu korban gempa cianjur demokratpeduliberbagi ahy pimpin dunia
"['demokrat', 'turun', 'bantu', 'korban', 'gempa', 'cianjur', 'demokratpeduliberbagi', 'ahy', 'pimpin', 'dunia']",1.0,demokrat turun bantu korban gempa cianjur demokratpeduliberbagi ahy pimpin dunia
"['partai', 'demokrat', 'peduli', 'bantu', 'korban', 'gempa', 'cianjur', 'demokratpeduliberbagi', 'ahy', 'pimpin', 'dunia']",1.0,partai demokrat peduli bantu korban gempa cianjur demokratpeduliberbagi ahy pimpin dunia
"['partai', 'demokrat', 'bahu', 'bahu', 'ringan', 'beban', 'korban', 'gempa', 'cianjur', 'demokratpeduliberbagi', 'ahy', 'pimpin', 'dunia']",1.0,partai demokrat bahu bahu ringan beban korban gempa cianjur demokratpeduliberbagi ahy pimpin dunia
"['kisah', 'korban', 'gempa', 'cianjur', 'gugah', 'jadirelawan']",1.0,kisah korban gempa cianjur gugah jadirelawan
"['kisah', 'korban', 'gempa', 'cianjur', 'gugah', 'jadirelawan']",1.0,kisah korban gempa cianjur gugah jadirelawan
"['duka', 'cianjur', 'duka', 'indonesia', 'dharmasraya', 'masak', 'ton', 'rendang', 'korbangempa']",1.0,duka cianjur duka indonesia dharmasraya masak ton rendang korbangempa
"['aksi', 'galang', 'dana', 'pac', 'ipnu', 'ippnu', 'manyar', 'dkac', 'cbp', 'kpp', 'manyar', 'peduli', 'gempa', 'cianjur']",1.0,aksi galang dana pac ipnu ippnu manyar dkac cbp kpp manyar peduli gempa cianjur
"['hoax', 'video', 'angin', 'puting', 'beliung', 'banjir', 'terjang', 'cianjur', 'setelahgempa']",1.0,hoax video angin puting beliung banjir terjang cianjur setelahgempa
"['telkom', 'salur', 'bantu', 'nila', 'rp', 'miliar', 'pasca', 'gempa', 'cianjur']",1.0,telkom salur bantu nila rp miliar pasca gempa cianjur
"['yanti', 'airlangga', 'pimpin', 'trauma', 'healing', 'anak', 'gempa', 'cianjur', 'airlanggahartarto', 'partaigolkar', 'golkarindonesia', 'menkoperekonomian', 'yantiairlangga']",1.0,yanti airlangga pimpin trauma healing anak gempa cianjur airlanggahartarto partaigolkar golkarindonesia menkoperekonomian yantiairlangga
